average_userscore,individual_userscore,movie_title,review_date,user_review,username
9.0,8,Seven Samurai,"AUG 20, 2012","There is a nuanced feeling between a new release could score an 8/10 (say THE DARK KINGHT RISE 2012) and a classic acquire the same rank, (but if divided more precisely, which I feel compulsory to do but in lack of a potential spur to re-set my entire rating system. TDKR is around 7.8-8.2 while SEVEN SAMURAI is surely wavering around 8.2-8.5). SEVEN SAMURAI, an esteemed masterpiece from the reasonably most eminent auteur, Akira Kurosawa, not only from Japan, but the wholesale film history as well, why my belated first-viewing has a tad underwhelming collision, notably juxtaposed with another Akira",lasttimeisaw
9.0,10,Seven Samurai,"JUL 21, 2012","I wonder what is must have been like to watch this film back in the 50's. We marvel at modern tech and the advanced cinematography but when you take all that away, strip it from current movies, you have very little left to marvel at. This movie needs no wizardry, it wins with a perfection that most modern day directors could never achieve even with an unlimited **** can't buy a movie this **** just happens.",Crusard
9.0,9,Seven Samurai,"JUN 27, 2012","I'm sorry, but it shouldn't be allowed to score a movie as 0, simply because ""0"" represents non-existence; a movie should be scored at least as 1, at least for its existence. Therefore I'm pretty convinced that the few people that scored this movie as ""0"", are reflecting their own ""0"" score of cinema knowledge or they're sentencing their own IQ. I'm kidding, at least they deserve 1 for being able to write something, well, 2 for constructing an idea... ok, 3 for appreciating ""Raiders of the Lost Ark""... by the way! Do they know that Spielberg and Lucas were deeply deeply influenced by Akira Kurosawa's ""7 Samurai""? Will they ever be able to realize that ""Star Wars"" and the Jedi concept were inspired on Japan's samurai culture and also on this movie? Sabre, lightsaber, no?",ZeTomes
9.0,4,Seven Samurai,"JUN 1, 2012",Yawn. Tasted like a B Movie. I tried watching it in a few languages that I understand and still it was quite boring. As each scene cuts into the next scene - I would say the development of the characters is fair at best. The story is below average. The Acting is just barely above average.,pumbaz
8.1,7,Pinocchio,"AUG 25, 2025","I didn't really like ""Pinocchio"" as a child, so it rarely ended up on the VCR. Except for the Pleasure Island sequence, the postcard-idyllic kitsch factor was too much for me; none of the songs were uplifting, and both Geppetto and the cricket were quite annoying. From today's perspective, the animation technique in the second Disney film is exciting; you can clearly see how the animation was done with great attention to detail, but it hadn't yet reached the routine perfection that would soon follow. The cat is very cute. I never need to see it again, but it was nice to watch it again.",JeBjBo
8.1,9,Pinocchio,"APR 6, 2025","Un Disney sin miedo. Creo que es una grandísima película y se nota la refinación en cuanto a la estética. Tres años después de su primera película, debo decir que la historia y el cuento original ayudan bastante a que esta película tenga un tono más serio, e incluso en muchos momentos hasta un tanto tétrico, lo cual me gusta mucho. Se ve que existía cierta libertad creativa, cosa que en la actualidad se ha perdido. Hay chistes o escenas que de niño o jovencito no entiendes en su totalidad, y ver esta película con una edad madura, puedes disfrutar de detalles que suman totalmente. Lo único es que me hubiera gustado que al final, quien rogara y pidiera fuera Pinocho por su padre, para que de esa forma se mostrara una mayor madurez del personaje. Aun así, es un buen final, y una excelente película.",BigP4pa
8.1,9,Pinocchio,"FEB 10, 2025",[SPOILER ALERT: This review contains spoilers.],PHubbs
8.1,10,Pinocchio,"DEC 13, 2024",[SPOILER ALERT: This review contains spoilers.],username9283745
8.1,10,Pinocchio,"NOV 25, 2024",[SPOILER ALERT: This review contains spoilers.],AntoanD9941
8.1,8,Pinocchio,"SEP 24, 2024","Disney's second big-time animated feature looks markedly better than Snow White, no small feat, but otherwise falls a little short of meeting that first film's high standard. ""When You Wish Upon a Star"" notwithstanding, the songs aren't as memorable, the foil isn't as well-defined and the plot is less focused. Which isn't to trash the whole effort - it's still an incredibly charming, timeless creative success - but I'd consider it a slight letdown in a few crucial areas. Pinocchio himself is as inherently innocent as they come. That's an essential part of his character, but it leads him into a lot of easily-avoided trouble. Somewhat frustrating to watch, as he fails to learn from countless mistakes and warnings, but it could be argued that such is childhood in a nutshell. The mythical ""get out of jail free"" card he carries, an extremely forgiving (and slightly unnerving) fairy, bails him out of nearly every jam anyway, so the greater dangers ultimately feel rather toothless. The story skips around a lot, bouncing from a jolly family home to a rowdy stage show, a risqué island of naughty indulgence (and puzzling transformation) to the cramped confines of a whale's belly. That gives the visual crew ample opportunity to flex, but also feels excessive and disjointed. More like a series of one-off episodes than a single, cohesive story, at least until the third act. There's also a team of anthropomorphic cats carousing about, causing trouble, which is odd given the otherwise all-human population, and undercuts the fundamental strangeness of a wooden puppet come to life. Disney's wand still has plenty of magic - Pinocchio is a constant visual delight - but in this case, it would benefit from a longer attention span.",drqshadow
